location_name,full_address,zipcode,serves,site_type,days_of_week_open,url,phone,email,appointment_info,instructions_at_site,accessibility,latitude,longitude,location_type,vaccines_available
Marlborough: CVS (Boston Post Rd E),"605 Boston Post Rd E, Marlborough, MA 01752",1752,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.349077,-71.50655,#blue-star,Moderna
Marlborough: CVS (Donald Lynch Blvd),"423 Donald Lynch Blvd, Marlborough, MA 01752",1752,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.36039,-71.604649,#blue-star,Moderna
Marlborough: CVS (E Main St),"264 East Main Street, Marlborough, MA 01752",1752,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.351201,-71.534409,#blue-star,Pfizer
Marlborough: Hannaford,"193 Boston Post Road West, Marlborough, MA 01752",1752,All eligible people statewide,Indoor,Daily,https://www.hannaford.com/pharmacy/covid-19-vaccine,508-229-0647,,,,,42.339137,-71.589123,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Marlborough: Walgreens (Boston Post Rd E),"525 Boston Post Rd E, Marlborough, MA 01752",1752,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.347626,-71.509555,#blue-star,Pfizer
Marlborough: Walgreens (Granger Blvd.),"99 Granger Blvd., Marlborough, MA 01752",1752,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.345456,-71.548818,#blue-star,Pfizer
Marshfield: CVS (Ocean Street),"1880 Ocean Street, Marshfield, MA 02050",2050,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.092013,-70.704593,#blue-star,Moderna
Marshfield: Marshfield Town Hall,"870 Moraine St, Marshfield, MA 02050",2050,All eligible people statewide,Indoor,"Monday, Wednesday",,,getvaxxed@townofmarshfield.org,,,Wheelchair entrance and elevator accessible,42.091086,-70.710438,#green-star,Pfizer
Marshfield: Shaw's Osco Pharmacy,"16 Webster Square, Marshfield, MA 02050",2050,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,781-837-5163,,,,,42.090653,-70.704685,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Marshfield: Walgreens (Ocean St),"2177 Ocean St, Marshfield, MA 02050",2050,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.093958,-70.717929,#blue-star,Moderna
Marstons Mills: CVS (Putnam Avenue),"1030 Putnam Avenue, Marstons Mills, MA 02648",2648,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.647604,-70.423837,#blue-star,Moderna
Marstons Mills: Walgreens (Falmouth Road),"3848 Falmouth Road, Marstons Mills, MA 02648",2648,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.647932,-70.424736,#blue-star,Pfizer
Martha's Vineyard: Martha's Vineyard Hospital,"1 Hospital Rd, Oak Bluffs, MA 02557",2557,All eligible people statewide,Indoor,"Tuesday, Friday",https://mvhospital.org/patients_and_visitor/covid-19-updates/,,,,"Proceed to the front lobby, and you will be given instruction on where to wait in the queue",,41.461394,-70.581962,#green-star,"Moderna, Pfizer"
Mashpee: CVS (Greene Street),"8 Greene Street, Mashpee, MA 02649",2649,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.617054,-70.488966,#blue-star,Moderna
Mashpee: Stop & Shop (Nathan Ellis Highway),"39 Nathan Ellis Highway, Mashpee, MA 02649",2649,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,,,,,,41.618284,-70.489704,#blue-star,Johnson and Johnson
Mashpee: Walgreens (South St.),"21 South St., Mashpee, MA 02649",2649,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.612804,-70.489057,#blue-star,Pfizer
Mattapan: CVS (Blue Hill Ave),"1575 Blue Hill Ave, Mattapan, MA 02126",2126,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.269989,-71.093791,#blue-star,Pfizer
Mattapan: Morning Star Baptist Church,"1257 Blue Hill Ave, Mattapan, MA 02126",2126,All eligible people statewide,Indoor,Please click link to see availability,https://www.bmc.org/covid-19-vaccine-locations,,,,Please review appointment information and bring it to check-in.,"Wheelchair available on site. Accessible entrance, parking, dropoff, pickup.Translation services available via phone.",42.281708,-71.092383,#green-star,Moderna
Mattapan: Walgreens (River St.),"90 River St, Mattapan, MA 02126",2126,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.27129,-71.074323,#blue-star,Moderna
Maynard: CVS (Main St),"105 Main St., Maynard, MA 01754",1754,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.431932,-71.454381,#blue-star,Pfizer
Medfield: CVS (Main St),"555 Main Street, Medfield, MA 02052",2052,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.185596,-71.308766,#blue-star,Moderna
Medfield: Osco (Main St),"230 Main Street, Medfield, MA 02052",2052,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,508-359-6855,,,,,42.194917,-71.28908,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Medford: CVS (Fellsway),"590 Fellsway, Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.405575,-71.082401,#blue-star,Pfizer
Medford: CVS (High St),"85 High Street, Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.418863,-71.112351,#blue-star,Pfizer
Medford: CVS (Riverside Avenue),"55 Riverside Avenue, Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.417738,-71.107991,#blue-star,Moderna
Medford: CVS (Salem St),"471 Salem St, Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.423787,-71.090223,#blue-star,Moderna
Medford: PhysicianOne Urgent Care,"4110 Mystic Valley Pkwy, Medford, MA 02155",2155,All eligible people statewide,Indoor,"Monday, Wednesday, Saturday, Sunday",https://physicianoneurgentcare.com/coronavirus2019/covid-19-vaccine/,855-349-2828,,Please go to our website or call to schedule an appointment for a vaccine. Most up to date schedule will be provided on our website.,,"Easy location, accessible parking, accessible drop off & pick up, wheelchair access, phone language line.",42.405092,-71.083708,#green-star,Johnson and Johnson
Medford: Stop & Shop (Fellsway),"760 Fellsway, Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://stopandshop.com/pages/ss-pharmacy,781-396-2940,,,,,42.408287,-71.083619,#blue-star,Johnson and Johnson
Medford: Walgreens (Salem St.),"467 Salem St., Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.423691,-71.090372,#blue-star,Pfizer
Medford: Walgreens (Station Landing),"49 Station Landing, Medford, MA 02155",2155,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.40383,-71.080584,#blue-star,Moderna
Medway: CVS (Main St),"67d Main St, Medway, MA 02053",2053,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.152429,-71.407412,#blue-star,Moderna
Medway: Walgreens (Main St),"68 Main St, Medway, MA 02053",2053,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.152898,-71.405574,#blue-star,Moderna
Melrose: CVS (516-522 Main St),"516-522 Main Street, Melrose, MA 02176",2176,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.455558,-71.065025,#blue-star,Moderna
Melrose: CVS (884 Main St),"884 Main St, Melrose, MA 02176",2176,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.464909,-71.0617,#blue-star,Pfizer
Melrose: Walgreens (Main St),"897 Main St, Melrose, MA 02176",2176,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.465322,-71.061651,#blue-star,Moderna
Methuen: Conlin's Pharmacy,"30 Lawrence Street, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Monday-Saturday,https://www.conlinspharmacy.com,978-552-1756,,COVID Vaccine administration is made by appointment only through our website.,,,42.722727,-71.174517,#blue-star,"Johnson and Johnson, Moderna"
Methuen: CVS (Broadway),"233 Broadway, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.724622,-71.184327,#blue-star,Moderna
Methuen: CVS (Pleasant Valley St),"67 Pleasant Valley St., Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.741966,-71.16054,#blue-star,Moderna
Methuen: CVS (Swan St),"76 Swan St, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.722963,-71.157572,#blue-star,Moderna
Methuen: Greater Lawrence Family Health Center,"147 Pelham St #2060, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Monday-Saturday,https://glfhc.org/covid-19-vaccine-signup-form/,978-686-6029,,,,,42.727804,-71.202795,#green-star,Moderna
Methuen: Walgreens (256 Pleasant Street),"256 Pleasant Street, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.740734,-71.169029,#blue-star,Johnson and Johnson
Methuen: Walgreens (Haverhill Street),"176 Haverhill Street, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.706533,-71.200371,#blue-star,Moderna
Methuen: Walgreens (Jackson St),"14 Jackson St, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.722978,-71.159021,#blue-star,Pfizer
Methuen: Walmart (70 Pleasant Valley St),"70 Pleasant Valley St, Methuen, MA 01844",1844,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,978-686-2633,,,,,42.742009,-71.165171,#blue-star,"Moderna, Pfizer"
Middleboro: Walgreens (Main St),"131 Main St, Middleboro, MA 02346",2346,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.884889,-70.766113,#blue-star,Moderna
Middleborough: CVS (West Grove St),"438 W Grove St, Middleborough, MA 02346",2346,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,41.897473,-70.949695,#blue-star,Pfizer
Middleborough: Hannaford,"8 Merchants Way, Middleborough, MA 01569",1569,All eligible people statewide,Indoor,Daily,http://www.hannaford.com/covid19vaccine,508-923-2989,,"Please use the website scheduler before calling Hannaford. Please do not call the pharmacy if no appointments are available; instead, check back later for additional openings. Vaccine is available by appointment only to those that are designated to be vaccinated according to the state's priority groups.",All patients are required to wear a mask. Please do not arrive at the pharmacy more than five minutes before your scheduled appointment time. Bring your driver’s license and insurance card. All patients will be asked to wait in the pharmacy area for a required observation for 15-30 minutes after receiving their vaccination.,,41.883494,-70.912763,#blue-star,Moderna
Middleton: CVS (Maple St),"220 Maple St, Middleton, MA 01949",1949,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.595877,-70.993848,#blue-star,Johnson and Johnson
Middleton: Walgreens (S Main St),"235 S Main St, Middleton, MA 01949",1949,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.578324,-70.999049,#blue-star,Pfizer
Milford: CVS (Fortune Blvd),"250 Fortune Blvd., Milford, MA 01757",1757,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.15958,-71.50005,#blue-star,Moderna
Milford: CVS (Medway Rd),"50 Medway Rd,, Milford, MA 01757",1757,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.14957,-71.50012,#blue-star,Moderna
Milford: CVS (South Main Street),"137 South Main Street, Milford, MA 01757",1757,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.127085,-71.518149,#blue-star,Pfizer
Milford: Milford Central Pharmacy,"105 E Main St, Milford, MA 01757",1757,All eligible people statewide,Indoor,Monday-Saturday,http://www.healthmartcovidvaccine.com/,508-381-2740,,,,,42.148391,-71.509026,#blue-star,"Johnson and Johnson, Moderna"
Milford: Stop & Shop (Medway Road),"126 Medway Road, Milford, MA 01757",1757,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-478-5748,,,,,42.148104,-71.489687,#blue-star,"Johnson and Johnson, Moderna"
Milford: Walgreens (Prospect St.),"91 Prospect St., Milford, MA 01757",1757,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.137637,-71.534214,#blue-star,Moderna
Millbury: CVS (Canal Street),"63 Canal Street, Millbury, MA 01527",1527,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.192916,-71.754906,#blue-star,Moderna
Millbury: CVS (Worcester Providence Tpke #100),"70 Worcester Providence Tpke #100, Millbury, MA 01527",1527,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.191463,-71.769931,#blue-star,Moderna
Millbury: Walgreens (Main St),"25 Main St, Millbury, MA 01527",1527,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.19237,-71.760831,#blue-star,Moderna
Millis: CVS (Milliston Rd),"2 Milliston Rd, Millis, MA 02054",2054,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.168302,-71.353708,#blue-star,Moderna
Milton: CVS (Bassett Street),"10 Bassett Street, Milton, MA 02186",2186,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.259185,-71.040993,#blue-star,Moderna
Monson: Walgreens (Main St),"117 Main St, Monson, MA 01057",1057,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.098798,-72.314951,#blue-star,Moderna
Nantucket: Dan's Pharmacy,"110 Pleasant Street, Nantucket, MA 02554",2554,All eligible people statewide,Indoor,,,508-825-9100,,,,,41.273125,-70.09362,#blue-star,Moderna
Nantucket: Nantucket VFW (operated by Nantucket Cottage Hospital),"22 New South Road, Nantucket, MA 02554",2554,All eligible people statewide,Indoor,Monday-Saturday,https://nantuckethospital.org/,,,Eligible patients may schedule an appointment at www.nantuckethospital.org. Additional appointment dates/times are added weekly.,"Please arrive no earlier than 5 minutes before your appointment and plan to stay for at least 30 minutes in the clinic. To avoid delays, please bring proper identification. Please wear a loose-fitting shirt for vaccination.","Accessible parking, wheelchair entrance, wheelchair provided if needed on site.",41.260865,-70.048441,#green-star,"Moderna, Pfizer"
Natick: CVS (West Central St),"137 West Central Street, Natick, MA 01760",1760,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.282641,-71.374991,#blue-star,Pfizer
Natick: Stop & Shop (Worcester Street),"829 Worcester Street, Rte 9, Natick, MA 01760",1760,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-653-3504,,,,,42.300288,-71.357533,#blue-star,Moderna
Natick: Walgreens (W Central St),"148 W Central St, Natick, MA 01760",1760,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.282551,-71.376509,#blue-star,Moderna
Needham: CVS (Great Plain Avenue),"980-986 Great Plain Avenue, Needham, MA 02492",2492,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.280256,-71.236289,#blue-star,Moderna
Needham: CVS (Highland Avenue),"936 Highland Avenue, Needham, MA 02494",2494,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.292788,-71.235222,#blue-star,Moderna
Needham: Walgreens (Highland Ave),"1478 Highland Ave, Needham, MA 02492",2492,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.281084,-71.236086,#blue-star,Pfizer
New Bedford: CVS (136 Ashley Blvd),"136 Ashley Blvd., New Bedford, MA 02746",2746,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.657918,-70.929386,#blue-star,Moderna
New Bedford: CVS (786 Ashley Blvd),"786 Ashley Blvd., New Bedford, MA 02745",2745,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.681437,-70.933884,#blue-star,Moderna
New Bedford: CVS (Acushnet Avenue),"2100 Acushnet Avenue, New Bedford, MA 02745",2745,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,41.67939,-70.923025,#blue-star,Pfizer
New Bedford: CVS (Kempton Street),"1145 Kempton Street, New Bedford, MA 02740",2740,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.63641,-70.956686,#blue-star,Moderna
New Bedford: Rite Aid (Acushnet Ave.),"1207 Acushnet Ave, New Bedford, MA 02746",2746,All eligible people statewide,Indoor,Daily,https://www.riteaid.com,508-984-5402,,,,,41.657674,-70.927186,#blue-star,"Moderna, Pfizer"
New Bedford: Rite Aid (Mill Street),"565 Mill Street, New Bedford, MA 02740",2740,All eligible people statewide,Indoor,Daily,https://www.riteaid.com/pharmacy/covid-qualifier,508-996-5781,,,,,41.635808,-70.950591,#blue-star,"Johnson and Johnson, Pfizer"
New Bedford: Rite Aid (Purchase Street),"824 Purchase Street, New Bedford, MA 02740",2740,All eligible people statewide,Indoor,Daily,https://www.riteaid.com/pharmacy/covid-qualifier,508-992-2422,,,,,41.635537,-70.92604,#blue-star,"Johnson and Johnson, Pfizer"
New Bedford: Stop & Shop (Dartmouth Street),"438 Dartmouth Street, New Bedford, MA 02740",2740,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-996-5090,,,,,41.61636,-70.936964,#blue-star,Moderna
New Bedford: Stop & Shop (Kings Highway),"1001 Kings Hwy, New Bedford, MA 02745",2745,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-998-0999,,,,,41.678621,-70.941486,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
New Bedford: Walgreens (1737 Acushnet Ave),"1737 Acushnet Ave, New Bedford, MA 02746",2746,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.66771,-70.928651,#blue-star,Moderna
New Bedford: Walgreens (2170 Acushnet Ave.),"2170 Acushnet Ave., New Bedford, MA 02745",2745,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.681598,-70.922005,#blue-star,Johnson and Johnson
New Bedford: Walgreens (2968 Acushnet Ave),"2968 Acushnet Ave, New Bedford, MA 02745",2745,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.70057,-70.93579,#blue-star,Moderna
New Bedford: Walgreens (Cove Rd.),"1383 Cove Rd., New Bedford, MA 02744",2744,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.614218,-70.92905,#blue-star,Pfizer
New Bedford: Walgreens (Kempton St),"1103 Kempton St, New Bedford, MA 02740",2740,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.63622,-70.955189,#blue-star,Pfizer
New Bedford: Walgreens (Pleasant St.),"838 Pleasant St., New Bedford, MA 02740",2740,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.638573,-70.927651,#blue-star,Pfizer
Newburyport: CVS (Pond Street),"13-1/2 Pond Street, Newburyport, MA 01950",1950,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.807398,-70.873206,#blue-star,Moderna
Newburyport: CVS (Storey Ave),"75 Storey Ave., Newburyport, MA 01950",1950,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.819678,-70.909876,#blue-star,Moderna
Newburyport: Nock Middle School,"70 Low St, Newburyport, MA 01950",1950,All eligible people statewide,Indoor,"Will vary, please click link to see available appointments.",https://www.maimmunizations.org/appointment/en/clinic/search?&q%5Bvenue_search_name_or_venue_name_i_cont%5D=Nock+Middle+School,,,,Please do not arrive more than five minutes before your scheduled appointment time and will be directed to designated parking areas. Please bring identification and your insurance card. Site is accessible from the Newburyport/Rockport Line Commuter Rail,"Accessible entrance, Wheelchair entrance, Wheelchair provided on-site, Accessible parking, Accessible drop off & pick up",42.808136,-70.887301,#green-star,Pfizer
Newburyport: Walgreens (Storey Ave),"25 Storey Ave, Newburyport, MA 01950",1950,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.822015,-70.903715,#blue-star,Moderna
Newton Centre: Walgreens (Langley Rd),"22 Langley Rd, Newton Centre, MA 02459",2459,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.330903,-71.19355,#blue-star,Pfizer
Newton: CVS (Boylston St),"978 Boylston St., Newton, MA 02461",2461,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.318936,-71.211539,#blue-star,Pfizer
Newton: CVS (Center Street),"1199-1201 Center Street, Newton, MA 02459",2459,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.331356,-71.194612,#blue-star,Moderna
Newton: CVS (Washington Street),"839 Washington Street, Newton, MA 02460",2460,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.351556,-71.207659,#blue-star,Moderna
Newton: Union Pharmacy,"103 Union St, Newton, MA 02459",2459,All eligible people statewide,Indoor,Monday-Friday,http://www.healthmartcovidvaccine.com/,617-928-8455,,,,,42.329464,-71.193105,#blue-star,"Moderna, Pfizer"
Newton: Walgreens (Beacon St),"1101 Beacon St, Newton, MA 02461",2461,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.330864,-71.20768,#blue-star,Pfizer
Newton: Walgreens (Washington St),"399 Washington St, Newton, MA 02458",2458,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.356108,-71.189462,#blue-star,Pfizer
Norfolk: Walgreens (Liberty Ln),"3 Liberty Ln, Norfolk, MA 02056",2056,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.118573,-71.327149,#blue-star,Johnson and Johnson
North Adams: CVS (Veterans Memorial Dr),"45 Veterans Memorial Drive, North Adams, MA 01247",1247,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.700355,-73.111717,#blue-star,Pfizer
North Adams: Stop & Shop,"876 State Road. Rte 2, North Adams, MA 01247",1247,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,413-664-8550,,,,,42.700324,-73.16561,#blue-star,Moderna
North Adams: Walgreens (Lincoln St.),"50 Lincoln St., North Adams, MA 01247",1247,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.701057,-73.109982,#blue-star,Moderna
North Adams: Walmart,"1415 Curran Hwy, North Adams, MA 01247",1247,All eligible people statewide,Indoor,Monday-Sunday,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,413-664-4004,,,,,42.664314,-73.107987,#blue-star,Moderna
North Andover: CVS (Main Street),"109 Main Street, North Andover, MA 01845",1845,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.703127,-71.13133,#blue-star,Moderna
